2,0.353553385,1,0.000174526,1,206.068909797,206.068909797,141.49286085,1
2,0.353553385,2,0.000282047,1,353.000233168,353.000233168,244.42887201,1
2,0.353553385,3,0.000377946,1,539.374942848,539.374942848,282.935574089,1
2,0.353553385,4,0.000266108,1,281.598350693,281.598350693,162.051020922,1
2,0.353553385,5,0.00025216,1,285.744271285,285.744271285,245.33909238,1
2,0.353553385,6,0.000320257,1,450.95292061,450.95292061,228.273466247,1
2,0.353553385,7,0.000295963,1,417.26083481,417.26083481,298.214917766,1
2,0.353553385,8,0.000264694,1,255.638640512,255.638640512,195.04985438,1
2,0.353553385,9,0.000200295,1,292.213267198,292.213267198,152.468952818,1
2,0.353553385,10,0.000233796,1,262.690922003,262.690922003,135.439096262,1
2,0.353553385,11,0.000275766,1,315.746410991,315.746410991,189.168639105,1
2,0.353553385,12,0.00024091,1,220.306060108,220.306060108,140.322806489,1
2,0.353553385,13,0.000272809,1,431.957100585,431.957100585,243.153507174,1
2,0.353553385,14,0.000242072,1,285.784710108,285.784710108,235.16287428,1
2,0.353553385,15,0.000296795,1,384.561651701,384.561651701,201.872894148,1
2,0.353553385,16,0.000292986,1,379.220386171,379.220386171,229.333136953,1
2,0.353553385,17,0.000126966,1,120.799878593,120.799878593,104.634232843,1
2,0.353553385,18,0.000297074,1,298.977923429,298.977923429,263.400004853,1
2,0.353553385,19,0.000235389,1,304.802216796,304.802216796,244.058413715,1
2,0.353553385,20,0.000303677,1,390.842684747,390.842684747,225.768449992,1
2,0.353553385,21,0.000267189,1,329.932065186,329.932065186,205.893265976,1
2,0.353553385,22,0.000228608,1,264.068236942,264.068236942,136.638793486,1
2,0.353553385,23,0.000336289,1,461.676971333,461.676971333,280.378546345,1
2,0.353553385,24,0.000285583,1,363.07025511,363.07025511,239.280500909,1
2,0.353553385,25,0.000282487,1,356.807237582,356.807237582,197.608493565,1
2,0.353553385,26,9.8735e-05,1,73.252424043,73.252424043,46.849101288,1
2,0.353553385,27,0.000362437,1,414.586675423,414.586675423,267.596514141,1
2,0.353553385,28,0.000289892,1,387.637229079,387.637229079,258.600555183,1
2,0.353553385,29,9.8494e-05,1,105.040866451,105.040866451,80.305110507,1
2,0.353553385,30,0.00014516,1,157.233837783,157.233837783,130.500474635,1
2,0.353553385,31,0.000300843,1,263.914191471,263.914191471,242.379280504,1
2,0.353553385,32,0.007299926,1,512.526857906,514.252908189,271.873627685,8
2,0.353553385,33,0.000152625,1,111.006018031,111.006018031,60.29531896,1
2,0.353553385,34,0.000109264,1,99.118832623,99.118832623,64.273977768,1
2,0.353553385,35,0.000804723,1,309.796900855,310.910230966,186.377498646,2
2,0.353553385,36,0.000191598,1,259.722281044,259.722281044,216.163434769,1
2,0.353553385,37,0.000167293,1,179.63281527,179.63281527,121.145164893,1
2,0.353553385,38,0.000371264,1,492.308305631,492.308305631,268.679032359,1
2,0.353553385,39,0.000329868,1,470.316362293,470.316362293,250.836763203,1
2,0.353553385,40,0.000180758,1,170.879480376,170.879480376,95.013829758,1
2,0.353553385,41,0.000164648,1,185.791116088,185.791116088,124.988583471,1
2,0.353553385,42,0.000168856,1,210.30167495,210.30167495,138.958531353,1
2,0.353553385,43,0.000142997,1,130.684057184,130.684057184,72.343662006,1
2,0.353553385,44,0.000254595,1,362.258520138,362.258520138,196.217983915,1
2,0.353553385,45,0.000157935,1,178.114131262,178.114131262,147.961202236,1
2,0.353553385,46,0.000186358,1,237.070337301,237.070337301,119.455275981,1
2,0.353553385,47,0.000703172,1,367.467001884,367.467001884,204.95046233,1
2,0.353553385,48,0.00017186,1,173.394471674,173.394471674,115.215457206,1
2,0.353553385,49,0.000158717,1,246.499140884,246.499140884,151.210847882,1
2,0.353553385,50,0.004004952,1,389.444193402,389.917932131,218.028767649,10
2,0.353553385,51,0.00028348,1,277.671311554,277.671311554,207.890973073,1
2,0.353553385,52,0.000319247,1,462.511402029,462.511402029,278.63890972,1
2,0.353553385,53,0.00024598,1,218.820136061,218.820136061,130.201428701,1
2,0.353553385,54,0.000309929,1,473.706012927,473.706012927,294.431013432,1
2,0.353553385,55,0.000232235,1,353.609052599,353.609052599,254.274499625,1
2,0.353553385,56,0.000230049,1,237.419077617,237.419077617,141.005241561,1
2,0.353553385,57,0.000346808,1,389.940694704,389.940694704,206.723785947,1
2,0.353553385,58,0.000145081,1,96.551820304,96.551820304,53.131937145,1
2,0.353553385,59,0.000261709,1,398.799673427,398.799673427,272.851513251,1
2,0.353553385,60,0.000292326,1,354.402505913,354.402505913,189.831559666,1
2,0.353553385,61,0.00028952,1,368.520761996,368.520761996,351.963496367,1
2,0.353553385,62,0.000302343,1,375.077843594,375.077843594,204.223694754,1
2,0.353553385,63,0.000249525,1,412.80456022,412.80456022,221.182945721,1
2,0.353553385,64,0.004192942,1,280.264162668,280.625370594,216.465387861,3
2,0.353553385,65,0.000164176,1,192.092479342,192.092479342,100.387145998,1
2,0.353553385,66,0.000257231,1,210.885393952,210.885393952,190.767365967,1
2,0.353553385,67,0.000370051,1,425.291396118,425.291396118,240.602474611,1
2,0.353553385,68,0.000174806,1,251.672164314,251.672164314,177.296960396,1
2,0.353553385,69,0.00015027,1,211.044030366,211.044030366,145.921786244,1
2,0.353553385,70,0.00040674,1,554.785013307,554.785013307,306.234115233,1
2,0.353553385,71,0.000106118,1,72.982576441,72.982576441,43.246848037,1
2,0.353553385,72,0.000223437,1,240.533844936,240.533844936,159.87690148,1
2,0.353553385,73,0.000168636,1,153.971742246,153.971742246,88.243814526,1
2,0.353553385,74,0.000220923,1,256.177282182,256.177282182,180.555098651,1
2,0.353553385,75,0.000121377,1,134.074747837,134.074747837,72.266695155,1
2,0.353553385,76,0.000257801,1,279.37987747,279.37987747,170.320320417,1
2,0.353553385,77,0.000322671,1,404.948820875,404.948820875,231.126867889,1
2,0.353553385,78,0.000301693,1,425.11207283,425.11207283,242.264800403,1
2,0.353553385,79,0.000189304,1,190.828874677,190.828874677,96.737227356,1
2,0.353553385,80,0.000306002,1,389.156399117,389.156399117,198.140116928,1
2,0.353553385,81,0.00037467,1,428.317800426,428.317800426,262.122225128,1
2,0.353553385,82,0.002197234,1,375.884348672,376.147252071,201.2025336,4
