2,0,CT,0,ICP,0.500000000,1,0.000159959,1,402.557175079,402.557175079,307.488340491,1,0,
2,0,CT,0,ICP,0.500000000,2,0.000161662,1,579.916368951,579.916368951,319.246249715,1,0,
2,0,CT,0,ICP,0.500000000,3,0.000095388,1,336.219825029,336.219825029,289.965366432,1,0,
2,0,CT,0,ICP,0.500000000,4,0.000110597,1,389.642943342,389.642943342,205.250001847,1,0,
2,0,CT,0,ICP,0.500000000,5,0.000132587,1,398.470775559,398.470775559,360.815717374,1,0,
2,0,CT,0,ICP,0.500000000,6,0.000100316,1,279.474646552,279.474646552,185.297181877,1,0,
2,0,CT,0,ICP,0.500000000,7,0.000063268,1,123.596405537,123.596405537,99.030898999,1,0,
2,0,CT,0,ICP,0.500000000,8,0.000103714,1,337.335952132,337.335952132,182.068071930,1,0,
2,0,CT,0,ICP,0.500000000,9,0.000136455,1,418.658881537,418.658881537,259.098596851,1,0,
2,0,CT,0,ICP,0.500000000,10,0.000141565,1,697.608446406,697.608446406,356.343852642,1,0,
2,0,CT,0,ICP,0.500000000,11,0.000098715,1,413.370838157,413.370838157,256.673302579,1,0,
2,0,CT,0,ICP,0.500000000,12,0.000151202,1,324.265459998,324.265459998,259.948999783,1,0,
2,0,CT,0,ICP,0.500000000,13,0.000150621,1,583.732738737,583.732738737,431.550147901,1,0,
2,0,CT,0,ICP,0.500000000,14,0.000301913,1,728.030871506,736.936073374,393.662699095,2,0,
2,0,CT,0,ICP,0.500000000,15,0.000098363,1,175.428404601,175.428404601,153.073450278,1,0,
2,0,CT,0,ICP,0.500000000,16,0.000124011,1,576.911536587,576.911536587,342.111000022,1,0,
2,0,CT,0,ICP,0.500000000,17,0.000109525,1,440.831327983,440.831327983,238.674012329,1,0,
2,0,CT,0,ICP,0.500000000,18,0.000122238,1,597.891517178,597.891517178,313.977965764,1,0,
2,0,CT,0,ICP,0.500000000,19,0.000105948,1,351.643943707,351.643943707,279.921425316,1,0,
2,0,CT,0,ICP,0.500000000,20,0.000152796,1,410.724067690,410.724067690,240.358826846,1,0,
2,0,CT,0,ICP,0.500000000,21,0.000167333,1,707.986016448,707.986016448,355.966045515,1,0,
2,0,CT,0,ICP,0.500000000,22,0.000113192,1,487.162526280,487.162526280,273.200167173,1,0,
2,0,CT,0,ICP,0.500000000,23,0.000149278,1,513.842856754,513.842856754,342.826628068,1,0,
2,0,CT,0,ICP,0.500000000,24,0.000132377,1,667.790023161,667.790023161,342.828657874,1,0,
2,0,CT,0,ICP,0.500000000,25,0.000072506,1,355.968518158,355.968518158,219.465625206,1,0,
2,0,CT,0,ICP,0.500000000,26,0.000107050,1,360.799743930,360.799743930,289.965366432,1,0,
2,0,CT,0,ICP,0.500000000,27,0.000096139,1,214.200375328,214.200375328,157.697309876,1,0,
2,0,CT,0,ICP,0.500000000,28,0.000088036,1,330.779572314,330.779572314,201.371145317,1,0,
2,0,CT,0,ICP,0.500000000,29,0.000098153,1,554.901058090,554.901058090,310.584042507,1,0,
2,0,CT,0,ICP,0.500000000,30,0.000213989,1,622.811535734,623.434059173,379.469194502,2,0,
2,0,CT,0,ICP,0.500000000,31,0.000072896,1,231.303395204,231.303395204,174.607013517,1,0,
2,0,CT,0,ICP,0.500000000,32,0.000076724,1,472.404216560,472.404216560,274.767059559,1,0,
2,0,CT,0,ICP,0.500000000,33,0.000129642,1,308.018925756,308.018925756,213.868280898,1,0,
2,0,CT,0,ICP,0.500000000,34,0.000131966,1,625.625578931,625.625578931,351.674589756,1,0,
2,0,CT,0,ICP,0.500000000,35,0.000123170,1,667.403489457,667.403489457,434.063607451,1,0,
2,0,CT,0,ICP,0.500000000,36,0.000218308,1,526.350877577,527.776614258,265.416135092,2,0,
2,0,CT,0,ICP,0.500000000,37,0.000134752,1,529.324410041,529.324410041,278.735911291,1,0,
2,0,CT,0,ICP,0.500000000,38,0.000167654,1,535.725995265,535.725995265,407.470685310,1,0,
2,0,CT,0,ICP,0.500000000,39,0.000136465,1,340.127816541,340.127816541,309.695104632,1,0,
2,0,CT,0,ICP,0.500000000,40,0.000097282,1,314.863461897,314.863461897,160.541063532,1,0,
2,0,CT,0,ICP,0.500000000,41,0.000072425,1,275.826325799,275.826325799,144.285119427,1,0,
2,0,CT,0,ICP,0.500000000,42,0.000092344,1,195.121296997,195.121296997,155.959476013,1,0,
2,0,CT,0,ICP,0.500000000,43,0.000108614,1,442.491357305,442.491357305,232.327576412,1,0,
2,0,CT,0,ICP,0.500000000,44,0.000125485,1,531.659325769,531.659325769,381.646478688,1,0,
