2,0,0,DS,ICP,0.500000000,1,0.000212086,1,206.068909797,206.068909797,141.492860850,1,0,
2,0,0,DS,ICP,0.500000000,2,0.000321781,1,353.000233168,353.000233168,244.428872010,1,0,
2,0,0,DS,ICP,0.500000000,3,0.000406418,1,539.374942848,539.374942848,282.935574089,1,0,
2,0,0,DS,ICP,0.500000000,4,0.000280935,1,281.598350693,281.598350693,162.051020922,1,0,
2,0,0,DS,ICP,0.500000000,5,0.000246510,1,285.744271285,285.744271285,245.339092380,1,0,
2,0,0,DS,ICP,0.500000000,6,0.000393806,1,450.952920610,450.952920610,228.273466247,1,0,
2,0,0,DS,ICP,0.500000000,7,0.000414404,1,417.260834810,417.260834810,298.214917766,1,0,
2,0,0,DS,ICP,0.500000000,8,0.000211434,1,255.638640512,255.638640512,195.049854380,1,0,
2,0,0,DS,ICP,0.500000000,9,0.000218808,1,292.213267198,292.213267198,152.468952818,1,0,
2,0,0,DS,ICP,0.500000000,10,0.000301603,1,262.690922003,262.690922003,135.439096262,1,0,
2,0,0,DS,ICP,0.500000000,11,0.000763648,1,315.746410991,315.746410991,189.168639105,1,0,
2,0,0,DS,ICP,0.500000000,12,0.000255148,1,220.306060108,220.306060108,140.322806489,1,0,
2,0,0,DS,ICP,0.500000000,13,0.000497930,1,431.957100585,432.023022950,243.153507174,2,0,
2,0,0,DS,ICP,0.500000000,14,0.000259174,1,285.784710108,285.784710108,235.162874280,1,0,
2,0,0,DS,ICP,0.500000000,15,0.000303717,1,384.561651701,384.561651701,201.872894148,1,0,
2,0,0,DS,ICP,0.500000000,16,0.000368458,1,379.220386171,379.220386171,229.333136953,1,0,
2,0,0,DS,ICP,0.500000000,17,0.000128700,1,120.799878593,120.799878593,104.634232843,1,0,
2,0,0,DS,ICP,0.500000000,18,0.000347309,1,298.977923429,298.977923429,263.400004853,1,0,
2,0,0,DS,ICP,0.500000000,19,0.000232004,1,304.802216796,304.802216796,244.058413715,1,0,
2,0,0,DS,ICP,0.500000000,20,0.000383335,1,390.842684747,390.842684747,225.768449992,1,0,
2,0,0,DS,ICP,0.500000000,21,0.000294450,1,329.932065186,329.932065186,205.893265976,1,0,
2,0,0,DS,ICP,0.500000000,22,0.000230480,1,264.068236942,264.068236942,136.638793486,1,0,
2,0,0,DS,ICP,0.500000000,23,0.000363861,1,461.676971333,461.676971333,280.378546345,1,0,
2,0,0,DS,ICP,0.500000000,24,0.000786550,1,363.070255110,363.704762965,239.915008764,3,0,
2,0,0,DS,ICP,0.500000000,25,0.000303537,1,356.807237582,356.807237582,197.608493565,1,0,
2,0,0,DS,ICP,0.500000000,26,0.000146593,1,73.252424043,73.252424043,46.849101288,1,0,
2,0,0,DS,ICP,0.500000000,27,0.000343933,1,414.586675423,414.586675423,267.596514141,1,0,
2,0,0,DS,ICP,0.500000000,28,0.000277658,1,387.637229079,387.637229079,258.600555183,1,0,
2,0,0,DS,ICP,0.500000000,29,0.000174125,1,105.040866451,105.040866451,80.305110507,1,0,
2,0,0,DS,ICP,0.500000000,30,0.000141695,1,157.233837783,157.233837783,130.500474635,1,0,
2,0,0,DS,ICP,0.500000000,31,0.000288459,1,263.914191471,263.914191471,242.379280504,1,0,
2,0,0,DS,ICP,0.500000000,33,0.000109074,1,111.006018031,111.006018031,60.295318960,1,0,
2,0,0,DS,ICP,0.500000000,32,0.008954033,1,512.526857906,514.810690932,270.147577401,25,0,
2,0,0,DS,ICP,0.500000000,34,0.000126596,1,99.118832623,99.118832623,64.273977768,1,0,
2,0,0,DS,ICP,0.500000000,35,0.000615000,1,309.796900855,310.910230966,186.377498646,2,0,
2,0,0,DS,ICP,0.500000000,36,0.000247663,1,259.722281044,259.722281044,216.163434769,1,0,
2,0,0,DS,ICP,0.500000000,38,0.000372175,1,492.308305631,492.308305631,268.679032359,1,0,
2,0,0,DS,ICP,0.500000000,37,0.000210203,1,179.632815270,179.632815270,121.145164893,1,0,
2,0,0,DS,ICP,0.500000000,39,0.000427338,1,470.316362293,470.316362293,250.836763203,1,0,
2,0,0,DS,ICP,0.500000000,40,0.000166972,1,170.879480376,170.879480376,95.013829758,1,0,
2,0,0,DS,ICP,0.500000000,41,0.000243153,1,185.791116088,185.791116088,124.988583471,1,0,
2,0,0,DS,ICP,0.500000000,42,0.000190354,1,210.301674950,210.301674950,138.958531353,1,0,
2,0,0,DS,ICP,0.500000000,43,0.000169677,1,130.684057184,130.684057184,72.343662006,1,0,
2,0,0,DS,ICP,0.500000000,44,0.000352448,1,362.258520138,362.258520138,196.217983915,1,0,
2,0,0,DS,ICP,0.500000000,45,0.000238857,1,178.114131262,178.114131262,147.961202236,1,0,
2,0,0,DS,ICP,0.500000000,46,0.000223408,1,237.070337301,237.070337301,119.455275981,1,0,
2,0,0,DS,ICP,0.500000000,47,0.000301514,1,367.467001884,367.467001884,204.950462330,1,0,
2,0,0,DS,ICP,0.500000000,48,0.000215572,1,173.394471674,173.394471674,115.215457206,1,0,
2,0,0,DS,ICP,0.500000000,49,0.000186028,1,246.499140884,246.499140884,151.210847882,1,0,
2,0,0,DS,ICP,0.500000000,51,0.000282818,1,277.671311554,277.671311554,207.890973073,1,0,
2,0,0,DS,ICP,0.500000000,50,0.002799889,1,389.444193402,389.917932131,218.028767649,13,0,
2,0,0,DS,ICP,0.500000000,52,0.000399727,1,462.511402029,462.511402029,278.638909720,1,0,
2,0,0,DS,ICP,0.500000000,53,0.000234398,1,218.820136061,218.820136061,130.201428701,1,0,
2,0,0,DS,ICP,0.500000000,55,0.000304069,1,353.609052599,353.609052599,254.274499625,1,0,
2,0,0,DS,ICP,0.500000000,54,0.000423992,1,473.706012927,473.706012927,294.431013432,1,0,
