2,1,0.00145456,1,270.928,270.928,152.389,1,
2,2,0.00064167,1,120.464,120.464,115.523,1,
2,3,0.00031055,1,103.095,103.095,53.1735,1,
2,4,0.00127438,1,248.336,248.336,127.064,1,
2,5,0.00172467,1,318.539,318.539,179.298,1,
2,6,0.00260808,1,389.615,389.615,228.345,1,
2,7,0.00065341,1,134.973,134.973,128.62,1,
2,8,0.00114539,1,246.943,246.943,137.031,1,
2,10,0.00109084,1,221.409,221.409,132.946,1,
2,9,0.00332554,1,474.436,474.436,252.689,1,
2,11,0.000857121,1,196.316,196.316,151.514,1,
2,12,0.00287364,1,418.118,418.118,226.01,1,
2,14,0.00294962,1,444.686,444.686,229.494,1,
2,15,0.000798972,1,216.26,216.26,129.538,1,
2,13,0.00157843,1,268.762,268.762,229.272,1,
2,16,0.00121176,1,246.76,246.76,131.238,1,
2,17,0.0030349,1,444.088,444.088,259.069,1,
2,19,0.000852011,1,206.601,206.601,117.249,1,
2,18,0.000550979,1,127.458,127.458,82.8736,1,
2,22,0.000811716,1,199.996,199.996,102.59,1,
2,21,0.00127317,1,256.807,256.807,185.603,1,
2,23,0.00381058,1,444.22,444.22,256.605,1,
2,24,0.00167936,1,294.867,294.867,154.511,1,
2,20,0.328577,1,309.075,310.134,171.823,66,
2,25,0.000967367,1,236.195,236.195,129.772,1,
3,4,0.00239209,1,419.594,419.594,171.259,1,
3,3,0.000920789,1,217.205,217.205,114.109,1,
3,2,0.0449149,1,293.895,293.918,173.431,12,
3,1,0.12679,1,432.618,433.087,162.159,26,
3,9,0.00328969,1,532.647,532.647,252.689,1,
3,5,0.00242241,1,459.957,459.957,179.298,1,
3,7,0.00162543,1,269.109,269.109,134.136,1,
3,6,0.00300738,1,482.964,482.964,228.345,1,
3,8,0.00153061,1,282.704,282.704,137.031,1,
3,11,0.00146421,1,352.635,352.635,156.319,1,
3,10,0.00148923,1,301.607,301.607,132.946,1,
3,12,0.00376236,1,507.828,507.828,226.01,1,
3,13,0.00200416,1,318.79,318.79,229.272,1,
3,14,0.012552,1,678.679,678.685,233.993,2,
3,15,0.000999737,1,279.624,279.624,129.538,1,
3,16,0.00184214,1,388.971,388.971,142.212,1,
3,17,0.00364354,1,502.831,502.831,259.069,1,
3,19,0.0177849,1,311.878,311.9,117.249,8,
3,18,0.0557427,1,182.771,182.872,82.9522,40,
3,22,0.00162339,1,347.563,347.563,147.567,1,
3,21,0.0020022,1,368.855,368.855,185.603,1,
3,24,0.00209186,1,416.385,416.385,154.511,1,
3,23,0.00515949,1,660.246,660.246,256.605,1,
3,20,0.318392,1,559.511,560.57,250.436,66,
4,5,0.00294874,1,588.769,588.769,179.298,1,
4,4,0.00248274,1,502.748,502.748,171.259,1,
4,3,0.0011251,1,300.983,300.983,114.109,1,
3,25,0.00144058,1,306.411,306.411,129.772,1,
4,2,0.0425888,1,402.5,402.523,173.431,12,
4,6,0.00442216,1,666.947,666.947,228.345,1,
4,7,0.16323,1,464.285,464.416,195.307,41,
4,1,0.124817,1,494.837,495.306,162.159,26,
4,8,0.00196298,1,289.17,289.17,137.031,1,
4,11,0.00172861,1,410.573,410.573,156.319,1,
4,15,0.00306994,1,517.133,517.133,237.509,1,
4,10,0.00202862,1,404.021,404.021,132.946,1,
4,16,0.0024911,1,486.16,486.16,142.212,1,
4,13,0.00433234,1,604.631,604.631,285.841,1,
4,14,0.0129967,1,741.298,741.303,233.993,2,
4,12,0.169791,1,611.637,611.687,226.059,2,
4,17,0.0039661,1,594.441,594.441,259.069,1,
4,19,0.0183126,1,436.695,436.718,124.818,8,
4,22,0.00239637,1,461.18,461.18,147.567,1,
4,25,0.00158189,1,381.721,381.721,129.772,1,
4,18,0.058014,1,233.551,233.652,82.9522,40,
4,21,0.0679488,1,510.735,510.796,185.603,12,
4,23,0.254402,1,904.855,905.331,256.605,24,
4,20,0.318197,1,659.756,660.815,250.436,66,
4,24,0.439275,1,586.75,586.812,170.427,87,
5,5,0.00321165,1,623.965,623.965,179.298,1,
5,6,0.00390654,1,717.739,717.739,228.345,1,
5,3,0.00147535,1,394.775,394.775,114.109,1,
5,8,0.00388052,1,544.362,544.362,255.191,1,
5,10,0.00192537,1,486.929,486.929,132.946,1,
5,4,0.00353722,1,704.229,704.229,201.481,1,
5,2,0.0447034,1,598.423,598.446,195.923,12,
5,1,0.124212,1,529.417,529.886,162.159,26,
5,7,0.163351,1,627.691,627.823,195.307,41,
4,9,2.47225,1,776.497,777.163,253.356,121,
5,13,0.00421176,1,684.311,684.311,285.841,1,
5,15,0.00332236,1,605.148,605.148,237.509,1,
5,11,0.00162823,1,439.331,439.331,156.319,1,
5,17,0.00530154,1,826.963,826.963,259.069,1,
5,14,0.0132041,1,856.699,856.705,233.993,2,
5,19,0.0186486,1,573.084,573.107,136.389,8,
5,18,0.0580193,1,274.872,274.973,82.9522,40,
5,12,0.170907,1,728.073,728.123,226.059,2,
5,21,0.253952,1,581.839,581.944,185.603,81,
5,20,0.652093,1,895.469,896.565,250.473,124,
5,25,0.00228127,1,526.359,526.359,144.639,1,
5,22,0.0032924,1,659.173,659.173,197.993,1,
6,3,0.00259316,1,571.626,571.626,176.851,1,
6,5,0.00324899,1,665.461,665.461,179.298,1,
